date,rules_only,rules_ml,hybrid
2023-06-19,1005732.53688,985387.4787799999,1038597.1615000011
2023-06-20,1014319.4168799999,992135.1687799998,1046043.6315000011
2023-06-21,1011981.1268799999,990843.7687799999,1051097.7037400007
2023-06-22,1006689.1903399999,987517.1387799999,1043911.7932200008
2023-06-23,999297.5533399999,982153.00388,1037556.568730001
2023-06-26,1006885.92334,987373.48388,1041235.1538300011
2023-06-27,1010363.8333399999,990284.8238799999,1046271.753830001
2023-06-28,1018486.65334,997468.79388,1063624.956550001
2023-06-30,1025633.3272599999,1003723.4038799999,1063474.2065500012
2023-07-03,1026142.3592599998,1005589.89598,1069572.9665500012
2023-07-04,1029385.9492599999,1009544.94598,1065342.2965500013
2023-07-05,1034225.1180499999,1014726.56598,1063489.7742700013
2023-07-06,1025118.2921499999,1005272.9406999999,1070002.748490001
2023-07-07,1024637.0121499998,1006336.0407,1059945.502550001
2023-07-10,1027504.3121499999,1008740.7507,1052600.967050001
2023-07-11,1031130.41215,1009123.1406999999,1063056.777050001
2023-07-12,1036724.2521499998,1010490.8806999999,1072592.527050001
2023-07-13,1029143.51238,1005066.2607,1054564.8382100011
2023-07-14,1037005.46741,1012549.4826999999,1068609.5747700012
2023-07-17,1042075.1200599999,1011842.6827,1074396.6247700013
2023-07-18,1029161.17006,1002021.6727,1074862.5747700012
2023-07-19,1030161.18734,1002346.36478,1093120.6330200012
2023-07-20,1030761.08734,1003434.27478,1094659.1930200013
2023-07-21,1031281.61368,1004584.12478,1088073.4425600013
2023-07-24,1026135.9271,1003418.92478,1082181.9154600012
2023-07-25,1033820.92336,1008956.51478,1081221.6421800014
2023-07-26,1031998.2543800002,1008450.0747799999,1089248.9821800012
2023-07-27,1041152.54438,1012137.31478,1090876.2221800012
2023-07-28,1043719.3743799999,1012714.3147799999,1086334.9521800012
2023-07-31,1046564.6787,1011789.17718,1101146.1611400011
2023-08-01,1050364.0487000002,1013706.99718,1105761.5811400013
2023-08-02,1041449.2987,1007919.2271799999,1077024.7947200013
2023-08-03,1042198.4418,1007150.54718,1073849.9747200012
2023-08-04,1046018.2918,1005983.07718,1083130.1395600012
2023-08-07,1053335.94644,1012776.65267,1094196.9295600012
2023-08-08,1059133.96644,1016044.71267,1096753.0895600014
2023-08-09,1058261.4364,1014302.0626699999,1111114.8795600014
2023-08-10,1058381.2654,1012339.5127699999,1152801.2277000013
2023-08-11,1053766.54732,1010586.9327700001,1156713.9079000014
2023-08-14,1048024.8869200002,1007757.19789,1148447.5289500013
2023-08-16,1045769.73588,1006282.38621,1165809.0078500013
2023-08-17,1046133.37552,1007299.88124,1158644.8278500014
2023-08-18,1045006.4255200002,1004991.9812400001,1149400.4905700013
2023-08-21,1047441.2601600001,1003858.1541200001,1154601.8905700014
2023-08-22,1051990.5522600003,1007725.40552,1163145.3505700014
2023-08-23,1063648.76226,1015638.08552,1168732.5225300016
2023-08-24,1060502.1890600002,1013610.3355200001,1163615.9125300015
2023-08-25,1056998.02954,1013829.90552,1151901.8325300016
2023-08-28,1057935.7019600002,1011435.0163200002,1170413.4925300013
2023-08-29,1061926.32196,1013450.3463200001,1170815.9725300015
2023-08-30,1065452.9171600002,1018007.6663200001,1172623.7925300014
2023-08-31,1073553.3875600002,1022958.6863200001,1183723.3725300014
2023-09-01,1080365.79324,1028255.9757600001,1198500.7825300014
2023-09-04,1086564.9977400005,1034329.08374,1201263.0316500016
2023-09-05,1095347.5946700003,1037330.5237400001,1204351.4016500013
2023-09-06,1089119.2246700004,1031798.5557400001,1205269.4839300017
2023-09-07,1100295.1543500002,1037732.9057400001,1209047.0139300015
2023-09-08,1102016.0043500003,1037209.1657400002,1205495.4739300015
2023-09-11,1108434.9043500002,1037844.1457400001,1197156.5039300015
2023-09-12,1066405.75123,1006516.86832,1154989.5339300015
2023-09-13,1075613.4612300002,1011121.78832,1153569.7191400016
2023-09-14,1086995.1012300004,1017204.3483200001,1158509.9844200015
2023-09-15,1088274.1583,1020377.0991600001,1169059.3044200016
2023-09-18,1089041.7847000004,1024956.5391600002,1160039.1164800015
2023-09-20,1092922.7995,1034200.2681800001,1147680.6139100017
2023-09-21,1077290.3765000002,1024997.2181800001,1148375.1039100015
2023-09-22,1096670.06242,1045070.56642,1151017.0639100014
2023-09-25,1093833.4945800002,1040287.5604200001,1154126.0639100014
2023-09-26,1101082.5245800002,1049764.89042,1158963.2488100016
2023-09-27,1101758.14458,1049907.17042,1172266.8888100015
2023-09-28,1100947.92458,1049709.86042,1160847.1288100018
2023-09-29,1111522.4239400004,1054924.8497000001,1169135.3988100016
2023-10-03,1116576.6977000004,1053010.9036100002,1166034.5688100015
2023-10-04,1107812.6677000003,1050058.4736100002,1166540.5188100017
2023-10-05,1104456.9677000002,1048235.4036100002,1170606.9588100016
2023-10-06,1113936.5977,1053215.06361,1164964.9543900015
2023-10-09,1095692.4130400002,1037389.99697,1144935.2403900016
2023-10-10,1100907.8965400003,1041749.0169700001,1165885.8103900016
2023-10-11,1103431.5384400003,1042900.3905300001,1161473.3403900014
2023-10-12,1113484.10844,1052930.03053,1163204.2403900016
2023-10-13,1111262.2737400003,1049609.03958,1161793.5503900014
2023-10-16,1106981.1037400004,1048224.9995800001,1161735.8203900014
2023-10-17,1107628.8637400002,1048802.95958,1163200.9856900014
2023-10-18,1088946.3392600003,1036536.22958,1155463.7956900015
2023-10-19,1083067.4443000006,1033551.2351200001,1154204.4552900016
2023-10-20,1073624.6118800002,1030215.16512,1146329.0223900015
2023-10-23,1053160.0743000002,1019094.86236,1122117.9259200017
2023-10-25,1052419.6382400002,1020204.5623600001,1117411.1482700019
2023-10-26,1052853.2382400003,1022239.01236,1105235.5963000017
2023-10-27,1053138.7182400003,1021869.11236,1132424.8963000018
2023-10-30,1054710.8632800002,1023533.6623600001,1143708.3263000017
2023-10-31,1052230.6305300002,1021107.0024100001,1135144.1799400018
2023-11-01,1052095.7005300003,1020976.1924100001,1125794.2439400018
2023-11-02,1052067.1594500002,1020917.65303,1126188.595040002
2023-11-03,1050082.2076,1020189.8912200001,1136291.4850400018
2023-11-06,1053139.41115,1020765.8912200001,1145942.9250400015
2023-11-07,1053430.0934300001,1021302.3917000002,1147427.8050400016
2023-11-08,1053212.5734300003,1019360.2517000001,1144776.2950400016
2023-11-09,1053486.2384300004,1022237.6227000002,1144412.2750400016
2023-11-10,1052174.76974,1021747.82139,1154402.0100800018
2023-11-13,1061408.9797400003,1029917.2913900001,1160881.3628600016
