date,rules_only,rules_ml,hybrid
2023-11-02,1052067.1594500002,1224260.2999999986,1224260.2999999986
2023-11-03,1050082.2076,1224260.2999999986,1224260.2999999986
2023-11-06,1053139.41115,1224260.2999999986,1224260.2999999986
2023-11-07,1053430.09343,1224260.2999999986,1224260.2999999986
2023-11-08,1053212.5734300003,1224260.2999999986,1224260.2999999986
2023-11-09,1053486.2384300004,1224260.2999999986,1224260.2999999986
2023-11-10,1052174.76974,1200275.5199999986,1200275.5199999986
2023-11-13,1061408.9797400003,1200275.5199999986,1200275.5199999986
2023-11-14,1000000.0,1200275.5199999986,1200275.5199999986
2023-11-15,1066540.1297400002,1200275.5199999986,1200275.5199999986
2023-11-16,1066585.3897400002,1200275.5199999986,1200275.5199999986
2023-11-17,1062965.3499000005,1200275.5199999986,1200275.5199999986
2023-11-20,1063521.3799000003,1200275.5199999986,1200275.5199999986
2023-11-21,1066240.6699,1200275.5199999986,1200275.5199999986
2023-11-22,1062725.6099000005,1200275.5199999986,1200275.5199999986
2023-11-23,1061600.1479800004,1213762.2199999986,1213762.2199999986
2023-11-24,1068058.56346,1213762.2199999986,1213762.2199999986
2023-11-27,1000000.0,1213762.2199999986,1213762.2199999986
2023-11-28,1070891.78346,1228314.309999999,1228314.309999999
2023-11-29,1066833.28346,1246710.7099999986,1246710.7099999986
2023-11-30,1075717.9575800002,1255177.4599999986,1255177.4599999986
2023-12-01,1073742.85758,1255177.4599999986,1255177.4599999986
2023-12-04,1075923.43758,1284235.1699999983,1284235.1699999983
2023-12-05,1071314.11032,1284235.1699999983,1284235.1699999983
2023-12-06,1069697.6003200002,1284235.1699999983,1284235.1699999983
2023-12-07,1069554.44968,1284235.1699999983,1284235.1699999983
2023-12-08,1068712.12818,1307650.7099999986,1307650.7099999986
2023-12-11,1071022.48818,1307650.7099999986,1307650.7099999986
2023-12-12,1070586.47818,1327331.7199999986,1327331.7199999986
2023-12-13,1070284.45818,1317134.6399999985,1317134.6399999985
